Replicate,Receptor ,Compound ,0,1.00E-12,1.00E-11,1.00E-10,1.00E-09,1.00E-08,1.00E-07,1.00E-06,1.00E-05,0.0001,0.001
1,R168,TPA,1088.612604,1817.251004,1098.055698,1542.130814,2533.930734,4715.388446,9190.625087,9264.863049,10662.77767,10994.15046,10299.00506
2,R168,TPA,859.531153,1194.248945,887.8870428,991.4604188,1722.699342,4353.639332,7746.931586,7228.161567,8846.26429,9487.894122,10924.56023
3,R168,TPA,887.2361482,1440.552794,906.0463982,1203.177618,2087.151057,4088.626699,7030.109204,7852.52272,7188.491504,9702.823924,10238.46537
4,R168,TPA,1804.960701,1777.954172,2111.847774,1795.676567,2028.299416,10544.82132,21829.72297,20085.88701,23653.82671,29281.1869,31679.5464
5,R168,TPA,2839.797949,1850.845033,1765.330725,1491.967383,2991.822518,10943.03931,22201.87388,19979.35615,20580.83937,25254.60638,27459.86045
6,R168,TPA,3536.517719,2189.802323,2533.201494,1447.319025,2018.246663,6013.75324,23333.30759,25265.06212,23465.82031,29053.33854,28279.35873
7,R168,TPA,931.7749376,1098.24036,967.9580846,745.2592278,971.7559374,6515.852071,12966.9372,15405.92423,19581.41491,22684.79796,20736.09362
8,R168,TPA,946.9075663,1021.283504,1068.654851,1063.669181,1182.18601,5249.078139,10769.48786,17472.38323,16701.96944,20733.58896,18712.62977
9,R168,TPA,985.9051401,745.2188711,999.3447348,1133.880422,843.2644468,5069.933865,10884.45683,16594.79054,16018.83944,18783.94609,19628.83824
1,R168,2-PEA,2775.051571,,2107.501127,2494.322732,2426.617417,2193.041886,1938.966208,2056.515801,1995.783168,5114.38023,6844.10473
2,R168,2-PEA,1872.051756,,2295.206952,2759.777312,2252.097674,1867.084638,2230.922481,1945.336979,2425.10848,3920.725461,6743.880619
3,R168,2-PEA,2588.97985,,2280.274143,2082.719722,2436.04172,1874.963266,1895.690986,1345.443321,1962.15492,4500.124122,6895.536365
4,R168,2-PEA,2614.516863,,2410.048441,3516.27323,2273.608592,3101.405262,2365.152235,2691.138732,2287.024492,6367.442001,21035.43407
5,R168,2-PEA,1675.142514,,2941.622789,3627.050384,2127.206262,2191.943241,1806.049722,2289.041057,2552.904984,2305.872441,26205.99162
6,R168,2-PEA,1748.528117,,2557.063627,5345.423825,2402.640947,1733.939378,1870.258764,2463.24778,2020.25517,1699.674738,12520.88854
7,R168,2-PEA,1707.415822,,1264.374015,1184.342388,1936.849366,1467.753709,1228.075477,1316.779689,1739.979504,6113.693388,9635.953998
8,R168,2-PEA,2078.606464,,1661.579002,1572.470707,1767.781407,1811.602055,1069.214215,2077.754478,1607.93831,7353.053834,13686.31311
9,R168,2-PEA,2876.243213,,1158.342715,1246.397361,1581.756011,1273.130326,1193.020023,1396.285101,1546.393664,8833.54408,11404.36629
10,R168,2-PEA,743.5240384,,786.2466104,492.4717312,387.6115128,600.4753112,826.727916,1409.14122,5704.490634,11271.1506,9780.428617
11,R168,2-PEA,412.587152,,493.1862544,653.5674112,1059.164347,654.4922016,547.0407848,1518.178722,5079.736284,10359.50776,10594.20197
10,R168,TPA,504.9618976,,1559.103334,573.5565568,2195.030513,7141.893595,13894.5644,17993.26493,19991.91651,18094.77566,20812.13819
11,R168,TPA,1141.008429,,812.8507304,533.4840064,1888.03269,6274.333638,13517.42476,13196.31138,14537.1179,16846.66005,20502.79141
12,R168,TPA,731.110006,,1104.763595,1964.301124,3641.204932,15257.65418,25745.58957,30402.87455,27564.84693,39392.44374,38254.06996
13,R168,TPA,731.1517776,,695.2283488,2196.018047,2266.472451,10418.71799,24068.03426,26550.26462,32790.09467,37121.14388,33000.71821
12,R168,2-PEA,409.7062608,,997.2852944,1000.56114,1053.402588,980.7075008,1601.597871,4121.433244,16728.77595,23725.38668,25841.14426
13,R168,2-PEA,517.194216,,908.2403652,982.0420512,1588.896842,1480.634891,1405.900532,5619.513981,19314.38674,23361.22354,27296.76136
1,R170,TPA,1826.866695,1845.083376,1018.522927,1692.775007,9575.298249,13565.80515,18024.47712,19905.78047,20352.79358,21174.30736,20765.95099
2,R170,TPA,1475.011405,1865.402461,1101.207655,2497.872092,9839.583808,11846.15382,13546.43929,14159.45188,17512.17406,19525.27211,18137.77011
3,R170,TPA,1547.925702,1480.450986,1138.318182,2835.343338,9064.191884,10698.34473,15531.51937,19777.6813,18970.98148,19851.10666,20237.90717
4,R170,TPA,2569.944924,2389.700232,2451.63653,2272.22503,9079.59667,26787.41055,30764.72412,29930.91136,30927.95661,34227.07115,34315.46255
5,R170,TPA,2385.89539,2306.557463,2066.554,2830.84805,8131.60914,28402.88451,35931.85831,33156.73085,32540.23758,34499.25915,34085.00618
6,R170,TPA,3344.222969,2775.543481,1965.526177,1516.5059,11596.3447,28605.70167,32404.16107,35085.87006,34435.0474,32658.32702,35332.27141
1,R170,5HT,1800.130425,1628.657453,1371.888681,1133.870702,1526.696999,1064.212862,1961.013672,4979.58549,11341.03081,16042.49021,19094.23657
2,R170,5HT,1697.142249,1638.016939,1287.501355,1095.57155,1303.007481,1153.346237,2036.5168,4872.303923,7919.895912,12647.07168,15787.53675
3,R170,5HT,1762.680346,1602.14276,1399.285288,1197.222374,1153.225872,1387.06886,2191.325042,4374.437859,8129.385865,17215.00404,14501.80901
4,R170,5HT,3011.689734,2592.149073,2360.458743,2117.381639,2521.976788,2588.451868,5049.454788,9262.622549,14190.20514,19814.36246,22579.46854
5,R170,5HT,3149.688221,2959.14473,2617.248905,2603.53057,2053.463681,2726.970054,4379.474925,8543.065877,17658.90524,23936.95675,29501.81311
6,R170,5HT,3232.622208,3290.18462,2709.252299,2163.153873,2283.74479,2616.593174,5502.327488,10116.84297,19254.43385,19836.30613,28624.87
7,R170,5HT,3040.897368,3321.691538,3710.943286,2149.930813,2534.400763,4318.695496,13948.52684,27558.74948,30559.68244,32258.1945,35548.7223
8,R170,5HT,3207.994947,3925.665809,2963.747019,2783.534779,2481.21752,3892.671799,14955.06784,26956.17033,36775.44299,39424.17347,44592.06648
9,R170,5HT,3531.616468,3331.020662,2961.877057,2403.435102,2336.993526,3947.563176,14925.14111,28794.68194,38861.92367,41429.84929,37929.01368
1,R170,TA,5735.60699,,4025.229284,4204.765649,3644.556275,2834.721734,6881.110171,25202.47446,98001.75369,101781.381,91466.25886
2,R170,TA,13317.30789,,3504.94361,2699.916359,3352.551283,2208.582591,3498.738508,22720.27659,67763.25688,78827.63053,97660.20963
3,R170,TA,13720.46789,,3804.976508,2891.439481,2293.322488,3210.543341,4715.625251,20285.16686,57365.37554,65691.98677,82200.02648
1,R170,2-PEA,5553.463234,,4343.859,6475.833413,4458.555598,3160.308421,3838.128208,13070.62962,46275.38049,53359.62255,81637.30508
2,R170,2-PEA,5808.691664,,12389.33439,3456.898781,2530.896754,3267.152637,4121.336633,17361.20937,59274.55135,77387.73621,106087.089
3,R170,2-PEA,5517.059265,,7520.367206,3922.442222,3333.389871,4279.19216,4449.789784,17233.55368,62122.26424,90038.24216,101346.4642
4,R170,TA,1280.23518,,3940.18743,3379.519411,2813.154899,2075.865072,2754.279133,9303.871645,10606.39384,14546.05474,18334.89086
5,R170,TA,1466.951156,,4408.931865,3007.537862,3408.249779,3042.834187,2426.083794,10069.56711,17720.66335,20298.25731,24734.57189
6,R170,TA,1068.646046,,5463.880693,4284.635141,4002.655799,3281.389363,3270.185745,10880.88037,16021.02461,23400.86212,27152.83277
4,R170,2-PEA,1094.008173,,4515.475675,4416.89855,4250.61728,3086.75847,2327.81553,8233.750698,13908.78147,32385.48461,34914.5697
5,R170,2-PEA,1110.580621,,5509.374654,4239.351432,3975.707028,3051.632705,2674.62842,7835.802135,20283.61844,33588.89371,45999.87848
6,R170,2-PEA,1060.843308,,5128.040809,4009.618368,3950.06094,2901.660087,2977.359047,7967.047418,18395.14929,36840.10584,54344.52242
7,R170,2-PEA,3172.963446,,4197.596694,2603.628974,2032.735006,2387.954501,2873.670217,2788.292032,5176.808259,9890.991101,15718.73267
8,R170,2-PEA,2115.543544,,3007.216888,2158.840467,1912.121796,1626.620143,2092.896244,2557.129327,4885.025528,10175.25132,16005.22982
9,R170,2-PEA,2562.316226,,2665.332172,2157.512384,2323.611826,2345.011914,2221.613294,2471.598912,4594.252988,12438.76357,14299.20624
1,R170,p-OCT,2176.740825,,2481.323862,2680.69707,1929.099214,1985.986707,1878.436796,2385.286059,5939.308356,6214.96801,11215.15107
2,R170,p-OCT,2051.789098,,1752.434347,2259.993236,1946.643754,2070.947547,1844.556959,2625.521857,5232.107807,5952.811875,13206.03279
3,R170,p-OCT,1511.431892,,3581.47305,1892.292176,1989.063991,1626.28522,2410.660726,2685.01254,4655.114025,7151.772048,18311.41958
4,R170,p-OCT,866.5391455,,615.5525786,518.1518075,759.9748922,591.0162624,536.734799,893.7795586,1175.913425,4015.811045,6995.54336
5,R170,p-OCT,728.5650677,,471.5607102,662.237875,1021.347204,465.3994576,662.8049284,909.9600724,1255.297649,5784.474808,6293.3823
6,R170,p-OCT,696.020067,,719.327537,654.051105,1266.090253,630.9226536,875.5037646,712.295007,1530.499144,3991.260343,6680.074811
7,R170,p-OCT,612.4280844,,615.5525786,518.1518075,759.9748922,591.0162624,536.734799,893.7795586,1175.913425,4015.811045,6995.54336
8,R170,p-OCT,726.5138828,,471.5607102,662.237875,1021.347204,465.3994576,662.8049284,909.9600724,1255.297649,5784.474808,6293.3823
9,R170,p-OCT,963.4148703,,719.327537,654.051105,1266.090253,630.9226536,875.5037646,712.295007,1530.499144,3991.260343,6680.074811
7,R170,TA,809.4412803,,775.10243,574.4482025,648.7279134,583.8848164,710.4523792,2735.657988,3071.805143,9437.92587,9795.177831
8,R170,TA,760.4883763,,671.3259222,518.5771725,751.7078878,614.8845956,938.8395112,2838.780064,3293.379696,9086.302604,11379.64828
9,R170,TA,696.0145653,,823.6412342,661.9914525,553.9392426,851.684176,867.9173688,2870.701746,4673.627615,8486.771477,11912.4179
10,R170,TA,1546.711657,,1737.698831,1721.552017,1548.748475,1922.505916,1759.497032,2570.025578,5680.207245,12525.60094,11750.41382
11,R170,TA,1521.589075,,1458.864126,1683.222171,1844.01877,2190.393791,2079.137156,1876.170167,6138.36377,11893.94667,11827.41028
10,R170,2-PEA,1724.372937,,1673.717238,1964.67635,1329.120674,1604.327285,1746.757374,2438.922788,6111.33433,13338.12979,12053.26636
11,R170,2-PEA,1976.295568,,2118.306284,1567.803214,1726.318748,1641.96253,2129.401757,2675.105614,6457.237251,11138.34302,10399.09994
10,R170,TPA,1585.025854,,1953.744855,2268.466502,3167.933801,8999.241668,16739.91853,18742.79886,18877.15389,19411.93883,20994.91377
11,R170,TPA,2089.91368,,1369.616305,2409.653145,3293.490487,7260.825836,14555.00846,15944.71591,15164.11987,22000.23746,20494.61196
10,R170,p-OCT,2931.706758,,3269.124435,2436.329121,3404.848143,3149.305101,3241.295967,3042.374576,7978.450078,13958.88727,15579.53573
11,R170,p-OCT,3315.799089,,1265.076605,3504.82892,3476.664961,2489.947455,3329.848139,3164.809242,5540.922184,16113.58394,17946.77452
12,R170,TPA,2385.987271,,3973.693886,4986.293016,2877.045899,6928.674522,8457.792745,9737.412314,9875.657295,12345.38485,10306.74963
13,R170,TPA,5482.132127,,3867.952844,5987.204595,2359.18455,7019.490426,15571.32406,9740.909292,11334.54071,14342.86317,13039.08132
10,R170,TA,6429.05373,,3937.633284,6364.142072,4359.830121,3687.099673,3152.663261,2604.80526,5629.121515,13679.40558,10299.65148
11,R170,TA,6800.169415,,4365.837442,5934.882931,3912.865927,4343.869228,2814.562409,2194.568862,6913.93476,13807.05952,12066.26294
10,R170,5HT,4415.86033,,5186.216356,1769.938286,1107.591959,2259.641344,3919.212791,8329.863947,16713.69076,21794.67248,15750.3418
11,R170,5HT,5464.048601,,3847.685427,1804.759837,1268.723326,2081.935943,4116.206658,7990.391114,17638.25198,10651.63165,21225.80398
12,R170,2-PEA,3827.306655,,3243.7083,2092.363014,1590.380063,1885.617792,1781.648666,2959.974884,9835.220362,23807.28281,17740.03788
13,R170,2-PEA,4698.500134,,2655.733279,1358.742076,1411.110165,1547.821798,1994.895723,2479.35988,10330.01409,17401.15481,13659.21318
1,R173,TPA,1122.958166,2007.499874,1316.836212,1774.578329,2975.554383,7562.592347,8856.176095,8577.046708,10947.11827,9664.756281,11162.47296
2,R173,TPA,1725.491877,1390.803615,1247.344726,1591.448685,1817.365713,5933.066714,7030.675122,7907.114043,8809.50946,8556.494759,8869.623129
3,R173,TPA,1072.76663,1999.551117,1404.197333,1469.326436,1345.151158,4541.593497,6790.984273,6613.299096,7790.313612,7417.283063,8528.101385
1,R173,5HT,1126.042093,1681.87249,1674.448147,1365.586244,1582.216187,1143.691813,1307.737239,1858.580319,2232.078108,3426.261479,4088.532068
2,R173,5HT,1330.329975,1381.917254,1447.84201,1409.242892,1512.901876,1702.489739,1478.2257,2003.359421,2042.823322,3817.987286,4712.078123
3,R173,5HT,1259.960839,1338.572736,1796.876969,1382.934914,1581.199013,1306.888055,1119.722018,1901.440537,2730.22744,3861.594771,6327.342731
4,R173,TPA,5306.115925,4950.463841,5026.45113,7565.917545,9309.8376,8413.77702,26001.87588,31193.17763,31015.76634,37010.51829,36440.98184
5,R173,TPA,5728.501688,5382.675383,5019.748157,8821.293384,7668.62483,9652.24101,26904.95275,30389.65015,31364.79314,42199.09157,37852.24721
6,R173,TPA,5398.658894,4467.213983,6117.875923,8133.804624,9984.340157,7029.21056,19929.02707,26859.30537,33370.02072,35622.98995,37631.22554
4,R173,5HT,4963.152172,4560.168358,2722.446766,1655.013571,2722.515502,3196.510214,3565.565881,6813.801947,15906.68796,15636.90054,24284.58771
5,R173,5HT,2186.158026,2960.069243,2411.238835,2044.179953,3032.258343,2850.416529,4284.347822,7772.518348,17382.32564,19432.57882,22246.0175
6,R173,5HT,2826.662478,2739.739896,2225.47764,1425.033073,2051.111507,2399.972062,4937.431401,3622.386157,15795.94723,19616.01188,21221.44802
7,R173,TPA,2244.806912,2082.822371,1837.043355,2216.71973,2715.405657,3917.879327,7655.550298,7913.333265,11836.69278,12323.73529,16140.27036
8,R173,TPA,2138.973236,2094.329042,2316.777151,2918.171694,2643.73975,3921.601901,7097.920105,6901.597987,9964.201743,12028.16478,14835.6624
9,R173,TPA,2663.021602,2554.745323,2476.045535,2786.56116,3141.016011,3839.542701,7008.270105,6419.60041,9855.209875,12668.77026,14092.40824
7,R173,5HT,4929.712919,4013.568251,3501.661711,2813.307808,4211.98609,3442.518917,4061.198087,7859.84615,10509.16501,11922.2209,15995.39578
8,R173,5HT,5682.371252,5796.09799,3500.64716,2590.831576,3299.025343,3175.908718,4053.71577,8402.494439,10298.82663,13602.54886,14257.84451
9,R173,5HT,5115.028622,5618.979908,3555.411475,3231.19507,3555.462876,3788.642524,3823.509527,9259.985493,10786.76874,14132.65658,16099.2113
10,R173,TPA,1708.907199,,906.4023844,1643.14005,1289.316033,1835.745585,9195.676958,14282.90885,17916.77157,19519.37846,19027.5349
11,R173,TPA,1616.168406,,1108.263226,1657.5278,1372.263965,1579.065246,7443.183831,14275.10472,16263.1467,21821.8125,20476.03835
10,R173,5HT,1399.170387,,1260.378358,1026.9374,1205.970378,1420.01798,987.5839444,2213.63549,4057.720646,12604.6382,15162.14307
11,R173,5HT,1816.925296,,1633.828009,1472.519804,1325.951448,1594.315098,1504.398364,1902.634076,3853.258728,12778.12626,12744.07109
1,R165,2-PEA,660.9020464,,542.2799392,770.4017616,525.484628,470.275748,848.4441784,2743.933439,19637.66658,31910.67605,25323.47277
2,R165,2-PEA,623.7785264,,839.5098864,1017.004189,691.605944,419.3109008,557.5745464,3334.899712,19556.04888,30862.39135,38156.85942
1,R165,TA,729.469432,,594.04284,768.4432752,4351.422264,5262.349875,18037.25684,33776.39269,41191.79967,46251.44452,41597.83292
2,R165,TA,688.208012,,594.0517792,975.3958312,679.1004728,5057.675766,19499.82398,34299.05888,38602.36828,48944.40578,37603.47421
1,R165,TPA,597.7727736,,749.3003472,578.3141664,1166.081757,1144.072229,1811.922849,6523.461639,19302.55332,31271.84525,27342.74207
2,R165,TPA,817.1474784,,594.05368,847.5801616,743.2007768,1537.939922,1786.027157,4811.244529,16375.4853,17442.44939,23914.85585
3,R165,TPA,1353.605628,,1175.193077,2531.755058,961.5076704,1096.767161,1662.884884,2307.38581,20277.11684,36288.45479,34193.85953
4,R165,TPA,884.7650896,,1248.568682,2278.832832,1324.436134,1498.445962,1737.150439,2214.248967,15781.30926,39718.01657,38250.76366
3,R165,TA,1318.014015,,1609.305323,3182.958993,3374.6082,2556.460531,6713.84694,31480.69672,48981.02851,63294.85977,63903.94976
4,R165,TA,1317.71024,,1086.017372,4432.348788,3738.778251,3089.106116,7111.09874,30761.22911,60238.86043,60843.10118,48996.37265
3,R165,5HT,776.0248792,,1049.388644,1031.482348,1306.463515,1334.127972,2835.807721,1976.943052,12119.60191,24319.32031,33244.41001
4,R165,5HT,865.8631564,,1139.798578,1465.26852,852.6357108,803.8204656,2138.36633,2196.38874,10946.99913,23903.03348,23965.56433
3,R165,2-PEA,739.9562592,,832.64563,976.4411664,1052.231562,876.4050408,1170.356672,1226.147801,16710.02681,31197.80136,32141.91864
4,R165,2-PEA,793.767886,,977.0903832,850.7085,997.759944,694.7436384,731.3950036,1518.462806,16433.59583,35944.75965,30673.14267
5,R165,TPA,2127.985215,,2434.423753,3989.92606,3805.78608,3907.038096,4026.484483,3008.141514,5592.599829,11038.81504,9791.319922
6,R165,TPA,2397.280017,,1173.376016,4611.701453,3846.048754,3446.232259,3432.974551,3118.070842,7506.40164,9805.849424,9634.192617
7,R165,TPA,1555.181662,,2473.116853,3691.474866,3161.93019,3128.958884,3950.381603,3640.554401,8292.800169,11701.80888,97561.09771
8,R165,TPA,5016.174651,,5007.457506,4194.907743,5399.853659,4905.635215,6402.65279,4315.735379,15117.99309,42450.31284,39397.35064
9,R165,TPA,5044.829401,,5573.648818,4900.009392,5600.818169,4655.963434,6638.215715,5557.911903,11099.30653,25567.75169,33005.89208
10,R165,TPA,6438.403789,,6315.949467,4228.074627,5748.976411,4345.579014,7271.651504,4689.206757,10173.93811,24986.51764,28795.79914
5,R165,5HT,3991.656786,,4567.110415,4503.603328,4613.442076,3630.751591,4477.783911,5352.381779,6500.092521,13848.89037,14901.88861
6,R165,5HT,3744.394461,,3635.962889,3827.18518,4398.137637,3595.549532,5752.994485,6118.751608,7850.721905,13335.90955,20427.09422
7,R165,5HT,2557.100279,,5812.14534,3349.950465,4427.766038,4169.560313,6264.171095,4770.180611,7621.397204,15277.38818,18561.4684
8,R165,5HT,1744.781257,,1043.564029,1188.409445,1234.052647,1318.494018,1658.035658,1612.992828,2965.92069,13744.52259,18372.23249
